id;name;opponent_name;date;bestOf;surface;indoor;speed;winner
475;Jeffrey John Wolf;Dominic Thiem;21/08/2022;3;H;false;66;false
476;Richard Gasquet;Kamil Majchrzak;21/08/2022;3;H;false;66;true
477;Richard Gasquet;Lorenzo Musetti;21/08/2022;3;H;false;66;true
478;Tallon Griekspoor;Taro Daniel;21/08/2022;3;H;false;66;true
479;Joao Sousa;Laslo Djere;21/08/2022;3;H;false;66;false
480;Botic Van De Zandschulp;Jaume Munar;21/08/2022;3;H;false;66;true
481;Pablo Carreno Busta;Miomir Kecmanovic;14/08/2022;3;H;false;74;false
482;John Isner;Benjamin Bonzi;14/08/2022;3;H;false;74;true
483;John Isner;Stefanos Tsitsipas;14/08/2022;3;H;false;74;false
484;John Isner;Sebastian Korda;14/08/2022;3;H;false;74;true
485;Taylor Harry Fritz;Andrey Rublev;14/08/2022;3;H;false;74;true
486;Carlos Alcaraz Garfia;Cameron Norrie;14/08/2022;3;H;false;74;false
487;Jannik Sinner;Thanasi Kokkinakis;14/08/2022;3;H;false;74;true
488;John Isner;Hubert Hurkacz;14/08/2022;3;H;false;74;true
489;Stefanos Tsitsipas;John Isner;14/08/2022;3;H;false;74;true
490;Francisco Cerundolo;Roberto Bautista Agut;14/08/2022;3;H;false;74;false
491;Andy Murray;Stan Wawrinka;14/08/2022;3;H;false;74;true
492;Borna Coric;Rafael Nadal;14/08/2022;3;H;false;74;true
493;Holger Vitus Nodskov Rune;Cameron Norrie;14/08/2022;3;H;false;74;false
494;Benjamin Bonzi;John Isner;14/08/2022;3;H;false;74;false
495;Borna Coric;Stefanos Tsitsipas;14/08/2022;3;H;false;74;true
496;Fabio Fognini;Andrey Rublev;14/08/2022;3;H;false;74;false
497;Stan Wawrinka;Andy Murray;14/08/2022;3;H;false;74;false
498;Thanasi Kokkinakis;Jannik Sinner;14/08/2022;3;H;false;74;false
499;Andy Murray;Cameron Norrie;14/08/2022;3;H;false;74;false
500;Felix Auger Aliassime;Jannik Sinner;14/08/2022;3;H;false;74;true
501;Frances Tiafoe;Matteo Berrettini;14/08/2022;3;H;false;74;true
502;Matteo Berrettini;Frances Tiafoe;14/08/2022;3;H;false;74;false
503;Miomir Kecmanovic;Pablo Carreno Busta;14/08/2022;3;H;false;74;true
504;Cameron Norrie;Andy Murray;14/08/2022;3;H;false;74;true
505;Frances Tiafoe;Sebastian Korda;14/08/2022;3;H;false;74;false
506;Andrey Rublev;Taylor Harry Fritz;14/08/2022;3;H;false;74;false
507;Daniil Medvedev;Taylor Harry Fritz;14/08/2022;3;H;false;74;true
508;Jannik Sinner;Miomir Kecmanovic;14/08/2022;3;H;false;74;true
509;Maxime Cressy;Botic Van De Zandschulp;14/08/2022;3;H;false;74;false
510;Nick Kyrgios;Alejandro Davidovich Fokina;14/08/2022;3;H;false;74;true
511;Sebastian Korda;Frances Tiafoe;14/08/2022;3;H;false;74;true
512;Sebastian Korda;John Isner;14/08/2022;3;H;false;74;false
513;Stefanos Tsitsipas;Daniil Medvedev;14/08/2022;3;H;false;74;true
514;Borna Coric;Lorenzo Musetti;14/08/2022;3;H;false;74;true
515;Borna Coric;Roberto Bautista Agut;14/08/2022;3;H;false;74;true
516;Marin Cilic;Emil Ruusuvuori;14/08/2022;3;H;false;74;true
517;Ben Shelton;Casper Ruud;14/08/2022;3;H;false;74;true
518;Ben Shelton;Lorenzo Sonego;14/08/2022;3;H;false;74;true
519;Denis Shapovalov;Grigor Dimitrov;14/08/2022;3;H;false;74;true
520;Alex Molcan;Diego Sebastian Schwartzman;14/08/2022;3;H;false;74;false
521;Andrey Rublev;Fabio Fognini;14/08/2022;3;H;false;74;true
522;Casper Ruud;Roberto Bautista Agut;08/08/2022;3;H;false;64;true
523;Hubert Hurkacz;Albert Ramos;08/08/2022;3;H;false;64;true
524;Nick Kyrgios;Hubert Hurkacz;08/08/2022;3;H;false;64;false
525;Frances Tiafoe;Benjamin Bonzi;08/08/2022;3;H;false;64;true
526;Hubert Hurkacz;Nick Kyrgios;08/08/2022;3;H;false;64;true
527;Hubert Hurkacz;Casper Ruud;08/08/2022;3;H;false;64;true
528;Roberto Bautista Agut;Casper Ruud;08/08/2022;3;H;false;64;false
529;Pablo Carreno Busta;Daniel Evans;08/08/2022;3;H;false;64;true
530;Taylor Harry Fritz;Frances Tiafoe;08/08/2022;3;H;false;64;true
531;Benjamin Bonzi;Frances Tiafoe;08/08/2022;3;H;false;64;false
532;Gael Monfils;Pedro Martinez Portero;08/08/2022;3;H;false;64;true
533;Tommy Paul;Carlos Alcaraz Garfia;08/08/2022;3;H;false;64;true
534;Tommy Paul;Daniel Evans;08/08/2022;3;H;false;64;false
535;Casper Ruud;Alex Molcan;08/08/2022;3;H;false;64;true
536;Daniel Evans;Pablo Carreno Busta;08/08/2022;3;H;false;64;false
537;Felix Auger Aliassime;Yoshihito Nishioka;08/08/2022;3;H;false;64;true
538;Taylor Harry Fritz;Daniel Evans;08/08/2022;3;H;false;64;false
539;Nick Kyrgios;Daniil Medvedev;08/08/2022;3;H;false;64;true
540;Carlos Alcaraz Garfia;Tommy Paul;08/08/2022;3;H;false;64;false
541;Daniel Evans;Taylor Harry Fritz;08/08/2022;3;H;false;64;true
542;Alex Molcan;Casper Ruud;08/08/2022;3;H;false;64;false
543;Hubert Hurkacz;Emil Ruusuvuori;08/08/2022;3;H;false;64;true
544;Stefanos Tsitsipas;Jack Draper;08/08/2022;3;H;false;64;false
545;Casper Ruud;Hubert Hurkacz;08/08/2022;3;H;false;64;false
546;Francisco Cerundolo;Karen Khachanov;08/08/2022;3;H;false;64;false
547;Maxime Cressy;Gael Monfils;08/08/2022;3;H;false;64;false
548;Pedro Martinez Portero;Gael Monfils;08/08/2022;3;H;false;64;false
549;Daniil Medvedev;Nick Kyrgios;08/08/2022;3;H;false;64;false
550;Hubert Hurkacz;Pablo Carreno Busta;08/08/2022;3;H;false;64;false
551;Jannik Sinner;Adrian Mannarino;08/08/2022;3;H;false;64;true
552;Pablo Carreno Busta;Jack Draper;08/08/2022;3;H;false;64;true
553;Botic Van De Zandschulp;Miomir Kecmanovic;08/08/2022;3;H;false;64;true
554;Albert Ramos;Diego Sebastian Schwartzman;08/08/2022;3;H;false;64;true
555;Denis Shapovalov;Alex De Minaur;08/08/2022;3;H;false;64;false
556;Felix Auger Aliassime;Cameron Norrie;08/08/2022;3;H;false;64;true
557;Stan Wawrinka;Emil Ruusuvuori;08/08/2022;3;H;false;64;false
558;Taylor Harry Fritz;Andy Murray;08/08/2022;3;H;false;64;true
559;Nick Kyrgios;Frances Tiafoe;01/08/2022;3;H;false;57;true
560;Botic Van De Zandschulp;Borna Gojo;01/08/2022;3;H;false;57;true
561;Christopher Eubanks;Benjamin Bonzi;01/08/2022;3;H;false;57;true
562;Reilly Opelka;Denis Kudla;01/08/2022;3;H;false;57;true
563;Daniel Evans;Yoshihito Nishioka;01/08/2022;3;H;false;57;false
564;Denis Shapovalov;Jeffrey John Wolf;01/08/2022;3;H;false;57;false
565;Jack Sock;David Goffin;01/08/2022;3;H;false;57;true
566;Karen Khachanov;Yoshihito Nishioka;01/08/2022;3;H;false;57;false
567;Holger Vitus Nodskov Rune;Jeffrey John Wolf;01/08/2022;3;H;false;57;false
568;Mikael Ymer;Andy Murray;01/08/2022;3;H;false;57;true
569;Botic Van De Zandschulp;Frances Tiafoe;01/08/2022;3;H;false;57;false
570;Dominik Koepfer;Karen Khachanov;01/08/2022;3;H;false;57;false
571;Yoshihito Nishioka;Daniel Evans;01/08/2022;3;H;false;57;true
572;Alex De Minaur;Yoshihito Nishioka;01/08/2022;3;H;false;57;false
573;Borna Gojo;James Duckworth;01/08/2022;3;H;false;57;true
574;Yoshihito Nishioka;Karen Khachanov;01/08/2022;3;H;false;57;true
575;Borna Gojo;Botic Van De Zandschulp;01/08/2022;3;H;false;57;false
576;Jeffrey John Wolf;Holger Vitus Nodskov Rune;01/08/2022;3;H;false;57;true
577;Frances Tiafoe;Nick Kyrgios;01/08/2022;3;H;false;57;false
578;Jeffrey John Wolf;Taro Daniel;01/08/2022;3;H;false;57;true
579;Karen Khachanov;Dominik Koepfer;01/08/2022;3;H;false;57;true
580;Michael Mmoh;Denis Kudla;01/08/2022;3;H;false;57;false
581;Mikael Ymer;Sebastian Korda;01/08/2022;3;H;false;57;true
582;Nick Kyrgios;Yoshihito Nishioka;01/08/2022;3;H;false;57;true
583;Aslan Karatsev;Mikael Ymer;01/08/2022;3;H;false;57;false
584;Sebastian Korda;Grigor Dimitrov;01/08/2022;3;H;false;57;true
585;Maxime Cressy;Andrey Rublev;01/08/2022;3;H;false;57;false
586;Dominik Koepfer;Soon Woo Kwon;01/08/2022;3;H;false;57;true
587;Jack Draper;Stefan Kozlov;01/08/2022;3;H;false;57;true
588;Taylor Harry Fritz;Daniel Evans;01/08/2022;3;H;false;57;false
589;Yoshihito Nishioka;Alex De Minaur;01/08/2022;3;H;false;57;true
590;John Isner;Jenson Brooksby;25/07/2022;3;H;false;68;false
591;Soon Woo Kwon;Marcos Giron;25/07/2022;3;H;false;68;true
592;Frances Tiafoe;Taro Daniel;25/07/2022;3;H;false;68;true
593;John Isner;Ben Shelton;25/07/2022;3;H;false;68;true
594;Ben Shelton;John Isner;25/07/2022;3;H;false;68;false
595;Sebastian Korda;Taro Daniel;25/07/2022;3;H;false;68;false
596;Ben Shelton;Ramkumar Ramanathan;25/07/2022;3;H;false;68;true
597;Alex De Minaur;Adrian Mannarino;25/07/2022;3;H;false;68;true
598;Marcos Giron;Soon Woo Kwon;25/07/2022;3;H;false;68;false
599;Ilya Ivashka;Quentin Halys;25/07/2022;3;H;false;68;true
600;Steve Johnson;Ilya Ivashka;25/07/2022;3;H;false;68;false
601;Brandon Nakashima;John Millman;25/07/2022;3;H;false;68;true
602;Jack Draper;Maxime Cressy;20/06/2022;3;G;false;72;false
603;Maxime Cressy;Jack Draper;20/06/2022;3;G;false;72;true
604;Taylor Harry Fritz;Maxime Cressy;20/06/2022;3;G;false;72;true
605;Maxime Cressy;Taylor Harry Fritz;20/06/2022;3;G;false;72;false
606;Taylor Harry Fritz;Alex De Minaur;20/06/2022;3;G;false;72;true
607;Maxime Cressy;Cameron Norrie;20/06/2022;3;G;false;72;true
608;Jack Draper;Diego Sebastian Schwartzman;20/06/2022;3;G;false;72;true
609;Ryan Peniston;Holger Vitus Nodskov Rune;20/06/2022;3;G;false;72;true
610;Nick Kyrgios;Laslo Djere;19/06/2022;3;G;false;82;true
611;Stefanos Tsitsipas;Marcos Giron;19/06/2022;3;G;false;82;true
612;Tallon Griekspoor;Antoine Bellier;19/06/2022;3;G;false;82;false
613;Alex Molcan;Miomir Kecmanovic;19/06/2022;3;G;false;82;true
614;Feliciano Lopez;Tallon Griekspoor;19/06/2022;3;G;false;82;false
615;Daniel Altmaier;Dusan Lajovic;19/06/2022;3;G;false;82;true
616;Laslo Djere;Nick Kyrgios;19/06/2022;3;G;false;82;false
617;Antoine Bellier;Federico Delbonis;19/06/2022;3;G;false;82;true
618;Antoine Bellier;Tallon Griekspoor;19/06/2022;3;G;false;82;true
619;Botic Van De Zandschulp;Marcos Giron;19/06/2022;3;G;false;82;false
620;Tallon Griekspoor;Alex Molcan;19/06/2022;3;G;false;82;true
621;Antoine Bellier;Pablo Carreno Busta;19/06/2022;3;G;false;82;true
622;Aslan Karatsev;Daniil Medvedev;19/06/2022;3;G;false;82;false
623;Aslan Karatsev;Jaume Munar;19/06/2022;3;G;false;82;true
624;Marcos Giron;Botic Van De Zandschulp;19/06/2022;3;G;false;82;true
625;Roberto Bautista Agut;Taro Daniel;19/06/2022;3;G;false;82;true
626;Taro Daniel;Roberto Bautista Agut;19/06/2022;3;G;false;82;false
627;Marcos Giron;Mackenzie Mcdonald;19/06/2022;3;G;false;82;true
628;Mackenzie Mcdonald;Joao Sousa;19/06/2022;3;G;false;82;true
629;Tallon Griekspoor;Feliciano Lopez;19/06/2022;3;G;false;82;true
630;Hubert Hurkacz;Nick Kyrgios;13/06/2022;3;G;false;86;true
631;Nick Kyrgios;Hubert Hurkacz;13/06/2022;3;G;false;86;false
632;Grigor Dimitrov;Cameron Norrie;13/06/2022;3;G;false;80;true
633;Maxime Cressy;Hubert Hurkacz;13/06/2022;3;G;false;86;false
634;Ryan Peniston;Filip Krajinovic;13/06/2022;3;G;false;80;false
635;Oscar Otte;Karen Khachanov;13/06/2022;3;G;false;86;true
636;Stan Wawrinka;Frances Tiafoe;13/06/2022;3;G;false;80;true
637;Ugo Humbert;Radu Albot;13/06/2022;3;G;false;86;true
638;Jan Lennard Struff;Ilya Ivashka;13/06/2022;3;G;false;86;false
639;Marin Cilic;Liam Broady;13/06/2022;3;G;false;80;true
640;Felix Auger Aliassime;Mackenzie Mcdonald;13/06/2022;3;G;false;86;true
641;Oscar Otte;Miomir Kecmanovic;13/06/2022;3;G;false;86;true
642;Hubert Hurkacz;Maxime Cressy;13/06/2022;3;G;false;86;true
643;Stefanos Tsitsipas;Nick Kyrgios;13/06/2022;3;G;false;86;false
644;Felix Auger Aliassime;Hubert Hurkacz;13/06/2022;3;G;false;86;false
645;Frances Tiafoe;Stan Wawrinka;13/06/2022;3;G;false;80;false
646;Matteo Berrettini;Filip Krajinovic;13/06/2022;3;G;false;80;true
647;Matteo Berrettini;Denis Kudla;13/06/2022;3;G;false;80;true
648;Sam Querrey;Filip Krajinovic;13/06/2022;3;G;false;80;false
649;Nick Kyrgios;Pablo Carreno Busta;13/06/2022;3;G;false;86;true
650;Ryan Peniston;Casper Ruud;13/06/2022;3;G;false;80;true
651;Marin Cilic;Emil Ruusuvuori;13/06/2022;3;G;false;80;true
652;Stefanos Tsitsipas;Benjamin Bonzi;13/06/2022;3;G;false;86;true
653;Tallon Griekspoor;Roberto Bautista Agut;13/06/2022;3;G;false;86;false
654;Oscar Otte;Daniil Medvedev;13/06/2022;3;G;false;86;false
655;Benjamin Bonzi;Stefanos Tsitsipas;13/06/2022;3;G;false;86;false
656;Karen Khachanov;Oscar Otte;13/06/2022;3;G;false;86;false
657;Marc Andrea Huesler;Mackenzie Mcdonald;13/06/2022;3;G;false;86;false
658;Tallon Griekspoor;Alex Molcan;13/06/2022;3;G;false;86;true
659;Alejandro Davidovich Fokina;Alex De Minaur;13/06/2022;3;G;false;80;true
660;Felix Auger Aliassime;Marcos Giron;13/06/2022;3;G;false;86;true
661;Nick Kyrgios;Stefanos Tsitsipas;13/06/2022;3;G;false;86;true
662;Casper Ruud;Ryan Peniston;13/06/2022;3;G;false;80;false
663;Daniil Medvedev;Oscar Otte;13/06/2022;3;G;false;86;true
664;Emil Ruusuvuori;Jack Draper;13/06/2022;3;G;false;80;true
665;Marin Cilic;Alexander Bublik;13/06/2022;3;G;false;80;true
666;Matteo Berrettini;Daniel Evans;13/06/2022;3;G;false;80;true
667;Nikoloz Basilashvili;Oscar Otte;13/06/2022;3;G;false;86;false
668;Filip Krajinovic;Ryan Peniston;13/06/2022;3;G;false;80;true
669;Filip Krajinovic;Sam Querrey;13/06/2022;3;G;false;80;true
670;Ilya Ivashka;Jan Lennard Struff;13/06/2022;3;G;false;86;true
671;Laslo Djere;Karen Khachanov;13/06/2022;3;G;false;86;false
672;Marin Cilic;Filip Krajinovic;13/06/2022;3;G;false;80;false
673;Alexander Bublik;Marcos Giron;08/05/2022;3;C;false;39;false
674;Felix Auger Aliassime;Alejandro Davidovich Fokina;08/05/2022;3;C;false;39;true
675;Frances Tiafoe;Filip Krajinovic;08/05/2022;3;C;false;39;false
676;Diego Sebastian Schwartzman;Miomir Kecmanovic;08/05/2022;3;C;false;39;true
677;Filip Krajinovic;Frances Tiafoe;08/05/2022;3;C;false;39;true
678;Botic Van De Zandschulp;Casper Ruud;08/05/2022;3;C;false;39;false
679;Hubert Hurkacz;David Goffin;08/05/2022;3;C;false;39;false
680;Nikoloz Basilashvili;Daniel Evans;08/05/2022;3;C;false;39;true
681;Reilly Opelka;Stan Wawrinka;08/05/2022;3;C;false;39;false
682;Alejandro Davidovich Fokina;Felix Auger Aliassime;08/05/2022;3;C;false;39;false
683;Felix Auger Aliassime;Marcos Giron;08/05/2022;3;C;false;39;true
684;Stefanos Tsitsipas;Jannik Sinner;08/05/2022;3;C;false;39;true
685;Denis Shapovalov;Rafael Nadal;08/05/2022;3;C;false;39;true
686;Denis Shapovalov;Casper Ruud;08/05/2022;3;C;false;39;false
687;Marin Cilic;Christian Garin;08/05/2022;3;C;false;39;false
688;Alexander Zverev;Stefanos Tsitsipas;08/05/2022;3;C;false;39;false
689;Casper Ruud;Jenson Brooksby;08/05/2022;3;C;false;39;true
690;Jannik Sinner;Stefanos Tsitsipas;08/05/2022;3;C;false;39;false
691;Laslo Djere;Stan Wawrinka;08/05/2022;3;C;false;39;false
692;John Isner;Francisco Cerundolo;08/05/2022;3;C;false;39;true
693;Marcos Giron;Alexander Bublik;08/05/2022;3;C;false;39;true
694;Marin Cilic;Cameron Norrie;08/05/2022;3;C;false;39;true
695;Novak Djokovic;Stefanos Tsitsipas;08/05/2022;3;C;false;39;true
696;Stan Wawrinka;Laslo Djere;08/05/2022;3;C;false;39;true
697;Stefanos Tsitsipas;Karen Khachanov;08/05/2022;3;C;false;39;true
698;Casper Ruud;Denis Shapovalov;08/05/2022;3;C;false;39;true
699;Jannik Sinner;Filip Krajinovic;08/05/2022;3;C;false;39;true
700;Stefanos Tsitsipas;Grigor Dimitrov;08/05/2022;3;C;false;39;true
701;Tallon Griekspoor;Sebastian Baez;08/05/2022;3;C;false;39;false
702;David Goffin;Hubert Hurkacz;08/05/2022;3;C;false;39;true
703;Lloyd George Muirhead Harris;Aslan Karatsev;08/05/2022;3;C;false;39;false
704;Alejandro Davidovich Fokina;Ilya Ivashka;08/05/2022;3;C;false;39;true
705;Alexander Zverev;Sebastian Baez;08/05/2022;3;C;false;39;true
706;Carlos Alcaraz Garfia;Novak Djokovic;01/05/2022;3;C;false;59;true
707;Alexander Zverev;Stefanos Tsitsipas;01/05/2022;3;C;false;59;true
708;Novak Djokovic;Carlos Alcaraz Garfia;01/05/2022;3;C;false;59;false
709;Alexander Bublik;Stan Wawrinka;10/04/2022;3;C;false;27;true
710;Marin Cilic;Taylor Harry Fritz;10/04/2022;3;C;false;27;false
711;Sebastian Korda;Carlos Alcaraz Garfia;10/04/2022;3;C;false;27;true
712;Hubert Hurkacz;Pedro Martinez Portero;10/04/2022;3;C;false;27;true
713;Alexander Bublik;Pablo Carreno Busta;10/04/2022;3;C;false;27;false
714;Benoit Paire;Lorenzo Musetti;10/04/2022;3;C;false;27;false
715;Federico Delbonis;Jaume Munar;10/04/2022;3;C;false;27;true
716;Jannik Sinner;Andrey Rublev;10/04/2022;3;C;false;27;true
717;Alejandro Davidovich Fokina;Novak Djokovic;10/04/2022;3;C;false;27;true
718;Alexander Zverev;Jannik Sinner;10/04/2022;3;C;false;27;true
719;Maxime Cressy;Laslo Djere;10/04/2022;3;C;false;27;false
720;Albert Ramos;Cameron Norrie;10/04/2022;3;C;false;27;true
721;Dusan Lajovic;Filip Krajinovic;10/04/2022;3;C;false;27;true
722;Fabio Fognini;Arthur Rinderknech;10/04/2022;3;C;false;27;true
723;Alejandro Davidovich Fokina;Taylor Harry Fritz;10/04/2022;3;C;false;27;true
724;Taylor Harry Fritz;Lucas Catarina;10/04/2022;3;C;false;27;true
725;Aslan Karatsev;Holger Vitus Nodskov Rune;10/04/2022;3;C;false;27;false
726;Pablo Carreno Busta;Sebastian Baez;10/04/2022;3;C;false;27;true
727;Stefanos Tsitsipas;Diego Sebastian Schwartzman;10/04/2022;3;C;false;27;true
728;Hubert Hurkacz;Hugo Dellien;10/04/2022;3;C;false;27;true
729;Jannik Sinner;Alexander Zverev;10/04/2022;3;C;false;27;false
730;Cameron Norrie;Albert Ramos;10/04/2022;3;C;false;27;false
731;Diego Sebastian Schwartzman;Karen Khachanov;10/04/2022;3;C;false;27;true
732;Andrey Rublev;Alex De Minaur;10/04/2022;3;C;false;27;true
733;David Goffin;Daniel Evans;10/04/2022;3;C;false;27;true
734;Karen Khachanov;Diego Sebastian Schwartzman;10/04/2022;3;C;false;27;false
735;Laslo Djere;Maxime Cressy;10/04/2022;3;C;false;27;true
736;Laslo Djere;Lorenzo Sonego;10/04/2022;3;C;false;27;true
737;Lorenzo Musetti;Diego Sebastian Schwartzman;10/04/2022;3;C;false;27;false
738;Novak Djokovic;Alejandro Davidovich Fokina;10/04/2022;3;C;false;27;false
739;Ugo Humbert;Pedro Martinez Portero;10/04/2022;3;C;false;27;false
740;Carlos Alcaraz Garfia;Casper Ruud;23/03/2022;3;H;false;62;true
741;Jeffrey John Wolf;Roberto Bautista Agut;10/03/2022;3;H;false;55;false
742;Marin Cilic;Miomir Kecmanovic;10/03/2022;3;H;false;55;false
743;Matteo Berrettini;Miomir Kecmanovic;10/03/2022;3;H;false;55;false
744;Taylor Harry Fritz;Jaume Munar;10/03/2022;3;H;false;55;true
745;Sam Querrey;Tallon Griekspoor;10/03/2022;3;H;false;55;true
746;Maxime Cressy;Christopher Eubanks;10/03/2022;3;H;false;55;false
747;Carlos Alcaraz Garfia;Rafael Nadal;10/03/2022;3;H;false;55;false
748;Jeffrey John Wolf;Hugo Gaston;10/03/2022;3;H;false;55;true
749;Christopher Eubanks;Maxime Cressy;10/03/2022;3;H;false;55;true
750;Hubert Hurkacz;Oscar Otte;10/03/2022;3;H;false;55;true
751;Jaume Munar;Taylor Harry Fritz;10/03/2022;3;H;false;55;false
752;Roberto Bautista Agut;Jeffrey John Wolf;10/03/2022;3;H;false;55;true
753;Alexander Bublik;Andy Murray;10/03/2022;3;H;false;55;true
754;Benoit Paire;Dominik Koepfer;10/03/2022;3;H;false;55;false
755;Carlos Alcaraz Garfia;Cameron Norrie;10/03/2022;3;H;false;55;true
756;Fabio Fognini;Pablo Andujar;10/03/2022;3;H;false;55;true
757;Lloyd George Muirhead Harris;Facundo Bagnis;10/03/2022;3;H;false;55;true
758;Pablo Carreno Busta;Jaume Munar;10/03/2022;3;H;false;55;false
759;Denis Shapovalov;Reilly Opelka;10/03/2022;3;H;false;55;false
760;Jack Sock;Stefanos Tsitsipas;10/03/2022;3;H;false;55;false
761;Reilly Opelka;Lorenzo Musetti;10/03/2022;3;H;false;55;true
762;Dusan Lajovic;Filip Krajinovic;10/03/2022;3;H;false;55;false
763;Felix Auger Aliassime;Botic Van De Zandschulp;10/03/2022;3;H;false;55;false
764;Liam Broady;Miomir Kecmanovic;10/03/2022;3;H;false;55;false
765;Jannik Sinner;Benjamin Bonzi;10/03/2022;3;H;false;55;true
766;Sam Querrey;John Isner;10/03/2022;3;H;false;55;false
767;Taylor Harry Fritz;Miomir Kecmanovic;10/03/2022;3;H;false;55;true
768;Denis Shapovalov;Alejandro Davidovich Fokina;10/03/2022;3;H;false;55;true
769;Jan Lennard Struff;John Millman;10/03/2022;3;H;false;55;false
770;Stefanos Tsitsipas;Jack Sock;10/03/2022;3;H;false;55;true
771;Andrey Rublev;Dominik Koepfer;10/03/2022;3;H;false;55;true
772;Aslan Karatsev;Steve Johnson;10/03/2022;3;H;false;55;false
773;Benjamin Bonzi;Jannik Sinner;10/03/2022;3;H;false;55;false
774;Botic Van De Zandschulp;Miomir Kecmanovic;10/03/2022;3;H;false;55;false
775;John Isner;Sam Querrey;10/03/2022;3;H;false;55;true
776;Oscar Otte;Hubert Hurkacz;10/03/2022;3;H;false;55;false
777;Taylor Harry Fritz;Alex De Minaur;10/03/2022;3;H;false;55;true
778;Miomir Kecmanovic;Liam Broady;10/03/2022;3;H;false;55;true
779;Tomas Machac;Alexei Popyrin;10/03/2022;3;H;false;55;true
780;Carlos Alcaraz Garfia;Roberto Bautista Agut;10/03/2022;3;H;false;55;true
781;David Goffin;Jordan Thompson;10/03/2022;3;H;false;55;false
782;John Isner;Diego Sebastian Schwartzman;10/03/2022;3;H;false;55;true
783;Rafael Nadal;Nick Kyrgios;10/03/2022;3;H;false;55;true
784;Richard Gasquet;Oscar Otte;10/03/2022;3;H;false;55;false
785;Steve Johnson;Aslan Karatsev;10/03/2022;3;H;false;55;true
786;Tallon Griekspoor;Sam Querrey;10/03/2022;3;H;false;55;false
787;Hubert Hurkacz;Andrey Rublev;10/03/2022;3;H;false;55;false
788;Marton Fucsovics;Mackenzie Mcdonald;10/03/2022;3;H;false;55;false
789;Matteo Berrettini;Holger Vitus Nodskov Rune;10/03/2022;3;H;false;55;true
790;Nick Kyrgios;Rafael Nadal;10/03/2022;3;H;false;55;false
791;Steve Johnson;Daniel Altmaier;10/03/2022;3;H;false;55;true
792;Taro Daniel;Andy Murray;10/03/2022;3;H;false;55;false
793;Jiri Vesely;Denis Shapovalov;21/02/2022;3;H;false;75;true
794;Alex De Minaur;Karen Khachanov;21/02/2022;3;H;false;75;false
795;Denis Shapovalov;Jiri Vesely;21/02/2022;3;H;false;75;false
796;Jiri Vesely;Roberto Bautista Agut;21/02/2022;3;H;false;75;true
797;Filip Krajinovic;Malek Jaziri;21/02/2022;3;H;false;75;true
798;Hubert Hurkacz;Andrey Rublev;21/02/2022;3;H;false;75;false
799;Karen Khachanov;Alex De Minaur;21/02/2022;3;H;false;75;true
800;Malek Jaziri;Filip Krajinovic;21/02/2022;3;H;false;75;false
801;Marin Cilic;Jiri Vesely;21/02/2022;3;H;false;75;false
802;Andy Murray;Christopher Oconnell;21/02/2022;3;H;false;75;true
803;Christopher Oconnell;Andy Murray;21/02/2022;3;H;false;75;false
804;Denis Shapovalov;Marton Fucsovics;21/02/2022;3;H;false;75;true
805;Novak Djokovic;Jiri Vesely;21/02/2022;3;H;false;75;false
806;David Goffin;Taro Daniel;21/02/2022;3;H;false;75;false
807;Jiri Vesely;Novak Djokovic;21/02/2022;3;H;false;75;true
808;Andrey Rublev;Daniel Evans;21/02/2022;3;H;false;75;true
809;Andrey Rublev;Soon Woo Kwon;21/02/2022;3;H;false;75;true
810;Andrey Rublev;Jiri Vesely;21/02/2022;3;H;false;75;true
811;Arthur Rinderknech;Roberto Bautista Agut;21/02/2022;3;H;false;75;false
812;Reilly Opelka;Jack Sock;14/02/2022;3;H;false;45;true
813;Reilly Opelka;Cameron Norrie;14/02/2022;3;H;false;45;false
814;Reilly Opelka;Adrian Mannarino;14/02/2022;3;H;false;45;true
815;Reilly Opelka;John Millman;14/02/2022;3;H;false;45;true
816;Maxime Cressy;John Millman;14/02/2022;3;H;false;45;false
817;Alexander Bublik;Arthur Rinderknech;14/02/2022;3;H;false;59;false
818;Arthur Rinderknech;Alexander Bublik;14/02/2022;3;H;false;59;true
819;Oscar Otte;Yoshihito Nishioka;14/02/2022;3;H;false;45;true
820;Steve Johnson;Kevin Anderson;14/02/2022;3;H;false;45;true
821;Marin Cilic;Karen Khachanov;14/02/2022;3;H;false;59;false
822;Emilio Gomez;Stefan Kozlov;14/02/2022;3;H;false;45;false
823;John Millman;Maxime Cressy;14/02/2022;3;H;false;45;true
824;Karen Khachanov;Roberto Bautista Agut;14/02/2022;3;H;false;59;false
825;Sebastian Korda;Cameron Norrie;14/02/2022;3;H;false;45;false
826;Daniel Altmaier;Jack Sock;14/02/2022;3;H;false;45;false
827;Grigor Dimitrov;Mitchell Krueger;14/02/2022;3;H;false;45;true
828;Lloyd George Muirhead Harris;Marton Fucsovics;14/02/2022;3;H;false;59;false
829;Nikoloz Basilashvili;Elias Ymer;14/02/2022;3;H;false;59;true
830;Sam Querrey;Denis Istomin;14/02/2022;3;H;false;45;false
831;Adrian Mannarino;Brandon Nakashima;14/02/2022;3;H;false;45;true
832;Felix Auger Aliassime;Cameron Norrie;07/02/2022;3;H;true;55;true
833;Felix Auger Aliassime;Andrey Rublev;07/02/2022;3;H;true;55;true
